Abbreviation,TeamName,GridPosition,Position,Status,box,median_laptime,Q_best_sec,year,race,rainfall
SAR,Williams,15.0,18.0,DNF,2.0,89.532,86.21,2023,Qatar Grand Prix,False
ALB,Williams,15.0,9.0,Finished,2.0,102.882,96.315,2023,United States Grand Prix,False
OCO,Alpine,15.0,10.0,Finished,1.0,84.658,79.08,2023,Mexico City Grand Prix,False
GAS,Alpine,15.0,7.0,Finished,4.0,76.082,70.567,2023,São Paulo Grand Prix,True
NOR,McLaren,15.0,20.0,DNF,0.0,119.327,94.703,2023,Las Vegas Grand Prix,False
RIC,AlphaTauri,15.0,11.0,Finished,2.0,90.283,84.442,2023,Abu Dhabi Grand Prix,False
TSU,AlphaTauri,14.0,11.0,Finished,3.0,98.163,92.51,2023,Bahrain Grand Prix,False
BOT,Alfa Romeo,14.0,18.0,Finished,3.0,96.259,89.668,2023,Saudi Arabian Grand Prix,False
MAG,Haas F1 Team,14.0,17.0,DNF,2.0,83.304,78.129,2023,Australian Grand Prix,False
SAR,Williams,14.0,16.0,Finished,1.0,108.044,102.395,2023,Azerbaijan Grand Prix,False
ZHO,Alfa Romeo,14.0,16.0,Finished,1.0,93.302,88.091,2023,Miami Grand Prix,False
STR,Aston Martin,14.0,20.0,DNF,1.0,79.2225,72.623,2023,Monaco Grand Prix,True
DEV,AlphaTauri,14.0,14.0,Finished,2.0,80.553,74.083,2023,Spanish Grand Prix,False
BOT,Alfa Romeo,14.0,10.0,Finished,1.0,77.86,81.821,2023,Canadian Grand Prix,False
BOT,Alfa Romeo,14.0,15.0,Finished,3.0,70.7265,65.68,2023,Austrian Grand Prix,True
SAR,Williams,14.0,11.0,Finished,1.0,93.628,89.031,2023,British Grand Prix,False
STR,Aston Martin,14.0,10.0,Finished,2.0,84.689,78.144,2023,Hungarian Grand Prix,False
OCO,Alpine,14.0,8.0,Finished,2.0,112.8445,116.372,2023,Belgian Grand Prix,True
HUL,Haas F1 Team,14.0,12.0,Finished,5.0,77.593,80.25,2023,Dutch Grand Prix,True
BOT,Alfa Romeo,14.0,10.0,Finished,1.0,87.203,81.94,2023,Italian Grand Prix,False
ALB,Williams,14.0,11.0,Finished,2.0,100.826,93.719,2023,Singapore Grand Prix,False
OCO,Alpine,14.0,9.0,Finished,2.0,98.758,90.586,2023,Japanese Grand Prix,False
HUL,Haas F1 Team,14.0,16.0,Finished,3.0,88.8455,85.783,2023,Qatar Grand Prix,False
RIC,AlphaTauri,14.0,15.0,Finished,2.0,103.395,95.974,2023,United States Grand Prix,False
ALB,Williams,14.0,9.0,Finished,2.0,84.1675,79.147,2023,Mexico City Grand Prix,False
OCO,Alpine,14.0,10.0,Finished,5.0,76.252,70.562,2023,São Paulo Grand Prix,True
RIC,AlphaTauri,14.0,14.0,Finished,1.0,99.479,94.308,2023,Las Vegas Grand Prix,False
ALB,Williams,14.0,14.0,Finished,2.0,90.455,84.439,2023,Abu Dhabi Grand Prix,False
ZHO,Alfa Romeo,13.0,16.0,Finished,3.0,99.232,91.473,2023,Bahrain Grand Prix,False
MAG,Haas F1 Team,13.0,10.0,Finished,1.0,95.475,89.634,2023,Saudi Arabian Grand Prix,False
NOR,McLaren,13.0,6.0,Finished,3.0,82.4205,78.119,2023,Australian Grand Prix,False
BOT,Alfa Romeo,13.0,18.0,Finished,3.0,108.1885,102.259,2023,Azerbaijan Grand Prix,False
HAM,Mercedes,13.0,6.0,Finished,1.0,92.878,87.975,2023,Miami Grand Prix,False
ALB,Williams,13.0,14.0,Finished,2.0,80.259,72.527,2023,Monaco Grand Prix,True
ZHO,Alfa Romeo,13.0,9.0,Finished,2.0,80.353,73.521,2023,Spanish Grand Prix,False
MAG,Haas F1 Team,13.0,17.0,Finished,2.0,78.494,81.678,2023,Canadian Grand Prix,False
PIA,McLaren,13.0,16.0,Finished,4.0,70.8945,65.605,2023,Austrian Grand Prix,True
OCO,Alpine,13.0,20.0,DNF,0.0,94.2295,88.956,2023,British Grand Prix,False
RIC,AlphaTauri,13.0,13.0,Finished,2.0,84.496,78.002,2023,Hungarian Grand Prix,False
BOT,Alfa Romeo,13.0,12.0,Finished,2.0,113.4125,114.694,2023,Belgian Grand Prix,True
HAM,Mercedes,13.0,6.0,Finished,5.0,76.7805,80.151,2023,Dutch Grand Prix,True
HUL,Haas F1 Team,13.0,17.0,Finished,2.0,87.294,81.776,2023,Italian Grand Prix,False
PER,Red Bull Racing,13.0,8.0,Finished,1.0,100.6655,92.31,2023,Singapore Grand Prix,False
ALB,Williams,13.0,16.0,DNF,2.0,100.286,90.537,2023,Japanese Grand Prix,False
ALB,Williams,13.0,13.0,Finished,3.0,88.358,85.707,2023,Qatar Grand Prix,False
BOT,Alfa Romeo,13.0,12.0,Finished,2.0,102.91,95.858,2023,United States Grand Prix,False
ALO,Aston Martin,13.0,18.0,Finished,2.0,85.268,78.738,2023,Mexico City Grand Prix,False
HUL,Haas F1 Team,13.0,19.0,DNF,2.0,99.004,93.979,2023,Las Vegas Grand Prix,False
STR,Aston Martin,13.0,10.0,Finished,2.0,90.248,84.422,2023,Abu Dhabi Grand Prix,False
BOT,Alfa Romeo,12.0,8.0,Finished,2.0,98.407,91.443,2023,Bahrain Grand Prix,False
LEC,Ferrari,12.0,7.0,Finished,1.0,94.691,88.42,2023,Saudi Arabian Grand Prix,False
TSU,AlphaTauri,12.0,10.0,Finished,4.0,83.629,78.099,2023,Australian Grand Prix,False
ALB,Williams,12.0,12.0,Finished,1.0,107.776,101.818,2023,Azerbaijan Grand Prix,False
HUL,Haas F1 Team,12.0,15.0,Finished,1.0,93.05,87.903,2023,Miami Grand Prix,False
DEV,AlphaTauri,12.0,12.0,Finished,1.0,79.973,72.428,2023,Monaco Grand Prix,True
RUS,Mercedes,12.0,3.0,Finished,2.0,79.5285,73.447,2023,Spanish Grand Prix,False
PER,Red Bull Racing,12.0,6.0,Finished,2.0,77.52,80.959,2023,Canadian Grand Prix,False
OCO,Alpine,12.0,14.0,Finished,3.0,70.9755,65.453,2023,Austrian Grand Prix,True
STR,Aston Martin,12.0,14.0,Finished,1.0,93.75,88.935,2023,British Grand Prix,False
OCO,Alpine,12.0,19.0,DNF,0.0,106.965,77.841,2023,Hungarian Grand Prix,False
GAS,Alpine,12.0,11.0,Finished,1.0,113.5085,113.671,2023,Belgian Grand Prix,True
GAS,Alpine,12.0,3.0,Finished,5.0,76.3715,80.128,2023,Dutch Grand Prix,True
LAW,AlphaTauri,12.0,11.0,Finished,2.0,87.089,81.758,2023,Italian Grand Prix,False
GAS,Alpine,12.0,6.0,Finished,1.0,100.675,92.274,2023,Singapore Grand Prix,False
GAS,Alpine,12.0,10.0,Finished,2.0,98.656,90.509,2023,Japanese Grand Prix,False
ZHO,Alfa Romeo,12.0,13.0,Finished,2.0,103.042,95.698,2023,United States Grand Prix,False
HUL,Haas F1 Team,12.0,13.0,Finished,2.0,84.447,78.524,2023,Mexico City Grand Prix,False
SAI,Ferrari,12.0,6.0,Finished,2.0,98.7015,92.77,2023,Las Vegas Grand Prix,False
OCO,Alpine,12.0,12.0,Finished,1.0,90.4905,84.391,2023,Abu Dhabi Grand Prix,False
NOR,McLaren,11.0,17.0,Finished,6.0,98.347,91.381,2023,Bahrain Grand Prix,False
ZHO,Alfa Romeo,11.0,13.0,Finished,2.0,95.426,89.461,2023,Saudi Arabian Grand Prix,False
OCO,Alpine,11.0,14.0,DNF,3.0,82.138,77.768,2023,Australian Grand Prix,False
RUS,Mercedes,11.0,8.0,Finished,2.0,106.891,101.654,2023,Azerbaijan Grand Prix,False
ALB,Williams,11.0,14.0,Finished,1.0,92.681,87.795,2023,Miami Grand Prix,False
PIA,McLaren,11.0,10.0,Finished,1.0,79.359,72.395,2023,Monaco Grand Prix,True
PER,Red Bull Racing,11.0,4.0,Finished,2.0,79.517,73.334,2023,Spanish Grand Prix,False
SAI,Ferrari,11.0,5.0,Finished,1.0,77.1585,89.294,2023,Canadian Grand Prix,False
RUS,Mercedes,11.0,7.0,Finished,3.0,70.617,65.428,2023,Austrian Grand Prix,True
HUL,Haas F1 Team,11.0,13.0,Finished,2.0,93.493,88.896,2023,British Grand Prix,False
SAI,Ferrari,11.0,8.0,Finished,2.0,84.501,77.703,2023,Hungarian Grand Prix,False
TSU,AlphaTauri,11.0,10.0,Finished,2.0,112.7585,113.148,2023,Belgian Grand Prix,True
STR,Aston Martin,11.0,11.0,Finished,7.0,77.567,80.121,2023,Dutch Grand Prix,True
VER,Red Bull Racing,11.0,5.0,Finished,1.0,100.375,92.173,2023,Singapore Grand Prix,False
LAW,AlphaTauri,11.0,11.0,Finished,2.0,98.8105,90.508,2023,Japanese Grand Prix,False
TSU,AlphaTauri,11.0,15.0,Finished,3.0,88.979,85.301,2023,Qatar Grand Prix,False
TSU,AlphaTauri,11.0,8.0,Finished,3.0,102.449,95.697,2023,United States Grand Prix,False
GAS,Alpine,11.0,11.0,Finished,2.0,84.282,78.521,2023,Mexico City Grand Prix,False
HUL,Haas F1 Team,11.0,12.0,Finished,4.0,76.791,70.547,2023,São Paulo Grand Prix,True
PER,Red Bull Racing,11.0,3.0,Finished,2.0,97.8375,93.855,2023,Las Vegas Grand Prix,False
HAM,Mercedes,11.0,9.0,Finished,2.0,89.824,84.359,2023,Abu Dhabi Grand Prix,False
HUL,Haas F1 Team,10.0,15.0,Finished,3.0,98.7055,90.809,2023,Bahrain Grand Prix,False
HUL,Haas F1 Team,10.0,12.0,Finished,1.0,95.8365,89.451,2023,Saudi Arabian Grand Prix,False
HUL,Haas F1 Team,10.0,7.0,Finished,3.0,82.603,77.735,2023,Australian Grand Prix,False
PIA,McLaren,10.0,11.0,Finished,1.0,107.625,101.611,2023,Azerbaijan Grand Prix,False
BOT,Alfa Romeo,10.0,13.0,Finished,1.0,92.851,87.564,2023,Miami Grand Prix,False
NOR,McLaren,10.0,9.0,Finished,2.0,79.053,72.254,2023,Monaco Grand Prix,True
GAS,Alpine,10.0,10.0,Finished,2.0,80.0685,72.816,2023,Spanish Grand Prix,False
LEC,Ferrari,10.0,4.0,Finished,1.0,77.193,80.615,2023,Canadian Grand Prix,False
ALB,Williams,10.0,11.0,Finished,3.0,70.931,65.823,2023,Austrian Grand Prix,True
GAS,Alpine,10.0,18.0,DNF,1.0,93.535,87.689,2023,British Grand Prix,False
HUL,Haas F1 Team,10.0,14.0,Finished,2.0,85.581,77.186,2023,Hungarian Grand Prix,False
STR,Aston Martin,10.0,9.0,Finished,1.0,113.15,108.841,2023,Belgian Grand Prix,True
SAR,Williams,10.0,20.0,DNF,0.0,89.878,76.748,2023,Dutch Grand Prix,True
ALO,Aston Martin,10.0,9.0,Finished,1.0,86.929,81.417,2023,Italian Grand Prix,False
LAW,AlphaTauri,10.0,9.0,Finished,1.0,101.003,92.268,2023,Singapore Grand Prix,False
ALO,Aston Martin,10.0,8.0,Finished,2.0,98.637,90.56,2023,Japanese Grand Prix,False
NOR,McLaren,10.0,3.0,Finished,3.0,86.924,84.685,2023,Qatar Grand Prix,False
PIA,McLaren,10.0,17.0,DNF,0.0,103.263,95.467,2023,United States Grand Prix,False
ZHO,Alfa Romeo,10.0,14.0,Finished,2.0,84.404,78.05,2023,Mexico City Grand Prix,False
PIA,McLaren,10.0,14.0,Finished,4.0,76.3615,70.33,2023,São Paulo Grand Prix,True
HAM,Mercedes,10.0,7.0,Finished,2.0,98.2565,93.837,2023,Las Vegas Grand Prix,False
GAS,Alpine,10.0,13.0,Finished,2.0,90.2405,84.548,2023,Abu Dhabi Grand Prix,False
OCO,Alpine,9.0,18.0,DNF,3.0,99.5685,90.984,2023,Bahrain Grand Prix,False
GAS,Alpine,9.0,9.0,Finished,1.0,94.9345,89.357,2023,Saudi Arabian Grand Prix,False
GAS,Alpine,9.0,13.0,DNF,2.0,82.188,77.675,2023,Australian Grand Prix,False
STR,Aston Martin,9.0,7.0,Finished,1.0,106.763,101.611,2023,Azerbaijan Grand Prix,False
VER,Red Bull Racing,9.0,1.0,Finished,1.0,91.82,86.814,2023,Miami Grand Prix,False
TSU,AlphaTauri,9.0,15.0,Finished,1.0,79.1415,72.082,2023,Monaco Grand Prix,True
PIA,McLaren,9.0,13.0,Finished,2.0,80.618,73.682,2023,Spanish Grand Prix,False
ALB,Williams,9.0,7.0,Finished,1.0,78.0135,78.725,2023,Canadian Grand Prix,False
GAS,Alpine,9.0,10.0,Finished,3.0,70.649,65.17,2023,Austrian Grand Prix,True
ALO,Aston Martin,9.0,7.0,Finished,1.0,93.154,87.659,2023,British Grand Prix,False
PER,Red Bull Racing,9.0,3.0,Finished,2.0,83.675,77.045,2023,Hungarian Grand Prix,False
ALO,Aston Martin,9.0,5.0,Finished,2.0,112.57,107.843,2023,Belgian Grand Prix,True
LEC,Ferrari,9.0,19.0,Finished,2.0,78.37,72.665,2023,Dutch Grand Prix,True
NOR,McLaren,9.0,8.0,Finished,1.0,87.017,80.979,2023,Italian Grand Prix,False
HUL,Haas F1 Team,9.0,13.0,Finished,1.0,101.1065,91.808,2023,Singapore Grand Prix,False
TSU,AlphaTauri,9.0,12.0,Finished,2.0,99.2865,90.303,2023,Japanese Grand Prix,False
BOT,Alfa Romeo,9.0,8.0,Finished,3.0,88.235,85.058,2023,Qatar Grand Prix,False
PER,Red Bull Racing,9.0,4.0,Finished,2.0,101.3775,95.173,2023,United States Grand Prix,False
BOT,Alfa Romeo,9.0,15.0,Finished,2.0,84.581,78.032,2023,Mexico City Grand Prix,False
PER,Red Bull Racing,9.0,4.0,Finished,4.0,75.845,72.321,2023,São Paulo Grand Prix,True
ALO,Aston Martin,9.0,9.0,Finished,2.0,98.251,93.555,2023,Las Vegas Grand Prix,False
PER,Red Bull Racing,9.0,4.0,Finished,2.0,89.315,84.171,2023,Abu Dhabi Grand Prix,False
STR,Aston Martin,8.0,6.0,Finished,2.0,98.127,90.836,2023,Bahrain Grand Prix,False
PIA,McLaren,8.0,15.0,Finished,1.0,95.64,89.243,2023,Saudi Arabian Grand Prix,False
ALB,Williams,8.0,19.0,DNF,0.0,84.327,77.609,2023,Australian Grand Prix,False
TSU,AlphaTauri,8.0,10.0,Finished,1.0,107.642,101.581,2023,Azerbaijan Grand Prix,False
OCO,Alpine,8.0,9.0,Finished,1.0,92.984,87.935,2023,Miami Grand Prix,False
RUS,Mercedes,8.0,5.0,Finished,1.0,78.4925,71.964,2023,Monaco Grand Prix,True
ALO,Aston Martin,8.0,7.0,Finished,2.0,80.3215,73.507,2023,Spanish Grand Prix,False
PIA,McLaren,8.0,11.0,Finished,2.0,78.0485,91.349,2023,Canadian Grand Prix,False
HUL,Haas F1 Team,8.0,20.0,DNF,2.0,71.254,65.09,2023,Austrian Grand Prix,True
ALB,Williams,8.0,8.0,Finished,1.0,93.407,87.53,2023,British Grand Prix,False
ALO,Aston Martin,8.0,9.0,Finished,2.0,84.6595,77.035,2023,Hungarian Grand Prix,False
RUS,Mercedes,8.0,6.0,Finished,1.0,112.9405,107.805,2023,Belgian Grand Prix,True
PIA,McLaren,8.0,9.0,Finished,5.0,76.87,71.938,2023,Dutch Grand Prix,True
HAM,Mercedes,8.0,6.0,Finished,1.0,86.995,80.82,2023,Italian Grand Prix,False
OCO,Alpine,8.0,18.0,DNF,1.0,100.562,91.673,2023,Singapore Grand Prix,False
RUS,Mercedes,8.0,7.0,Finished,1.0,98.88,90.219,2023,Japanese Grand Prix,False
OCO,Alpine,8.0,7.0,Finished,3.0,87.977,84.763,2023,Qatar Grand Prix,False
OCO,Alpine,8.0,18.0,DNF,0.0,107.31,95.154,2023,United States Grand Prix,False
RUS,Mercedes,8.0,6.0,Finished,2.0,83.464,77.674,2023,Mexico City Grand Prix,False
RUS,Mercedes,8.0,15.0,DNF,4.0,76.659,71.59,2023,São Paulo Grand Prix,True
MAG,Haas F1 Team,8.0,13.0,Finished,2.0,98.8375,93.537,2023,Las Vegas Grand Prix,False
HUL,Haas F1 Team,8.0,15.0,Finished,2.0,90.4745,84.108,2023,Abu Dhabi Grand Prix,False
HAM,Mercedes,7.0,5.0,Finished,2.0,98.308,90.384,2023,Bahrain Grand Prix,False
HAM,Mercedes,7.0,5.0,Finished,1.0,94.21,89.223,2023,Saudi Arabian Grand Prix,False
NOR,McLaren,7.0,9.0,Finished,1.0,107.449,101.281,2023,Azerbaijan Grand Prix,False
LEC,Ferrari,7.0,7.0,Finished,1.0,92.582,87.861,2023,Miami Grand Prix,False
GAS,Alpine,7.0,7.0,Finished,2.0,78.5615,71.933,2023,Monaco Grand Prix,True
HUL,Haas F1 Team,7.0,15.0,Finished,3.0,80.001,73.229,2023,Spanish Grand Prix,False
NOR,McLaren,7.0,13.0,Finished,2.0,77.832,88.046,2023,Canadian Grand Prix,False
ALO,Aston Martin,7.0,5.0,Finished,3.0,70.314,64.911,2023,Austrian Grand Prix,True
HAM,Mercedes,7.0,3.0,Finished,1.0,92.965,87.211,2023,British Grand Prix,False
BOT,Alfa Romeo,7.0,12.0,Finished,2.0,84.995,77.034,2023,Hungarian Grand Prix,False
NOR,McLaren,7.0,7.0,Finished,2.0,112.688,107.669,2023,Belgian Grand Prix,True
PER,Red Bull Racing,7.0,4.0,Finished,6.0,75.822,71.88,2023,Dutch Grand Prix,True
PIA,McLaren,7.0,12.0,Finished,2.0,86.86,80.785,2023,Italian Grand Prix,False
ALO,Aston Martin,7.0,15.0,Finished,2.0,100.3865,91.615,2023,Singapore Grand Prix,False
HAM,Mercedes,7.0,5.0,Finished,2.0,98.333,89.908,2023,Japanese Grand Prix,False
GAS,Alpine,7.0,12.0,Finished,3.0,88.565,84.553,2023,Qatar Grand Prix,False
GAS,Alpine,7.0,6.0,Finished,2.0,102.1895,95.089,2023,United States Grand Prix,False
PIA,McLaren,7.0,8.0,Finished,2.0,83.519,77.623,2023,Mexico City Grand Prix,False
SAI,Ferrari,7.0,6.0,Finished,4.0,75.987,71.989,2023,São Paulo Grand Prix,True
BOT,Alfa Romeo,7.0,17.0,Finished,2.0,100.9605,93.525,2023,Las Vegas Grand Prix,False
ALO,Aston Martin,7.0,7.0,Finished,2.0,90.0975,84.084,2023,Abu Dhabi Grand Prix,False
RUS,Mercedes,6.0,7.0,Finished,2.0,98.427,90.34,2023,Bahrain Grand Prix,False
OCO,Alpine,6.0,8.0,Finished,1.0,94.8925,89.078,2023,Saudi Arabian Grand Prix,False
STR,Aston Martin,6.0,4.0,Finished,3.0,82.187,77.308,2023,Australian Grand Prix,False
ALO,Aston Martin,6.0,4.0,Finished,1.0,106.162,101.253,2023,Azerbaijan Grand Prix,False
RUS,Mercedes,6.0,4.0,Finished,1.0,92.257,87.804,2023,Miami Grand Prix,False
LEC,Ferrari,6.0,6.0,Finished,2.0,78.363,71.471,2023,Monaco Grand Prix,True
OCO,Alpine,6.0,8.0,Finished,2.0,80.3155,73.083,2023,Spanish Grand Prix,False
OCO,Alpine,6.0,8.0,Finished,2.0,77.7135,87.945,2023,Canadian Grand Prix,False
STR,Aston Martin,6.0,9.0,Finished,4.0,70.136,64.893,2023,Austrian Grand Prix,True
RUS,Mercedes,6.0,5.0,Finished,1.0,93.067,87.155,2023,British Grand Prix,False
LEC,Ferrari,6.0,7.0,Finished,2.0,84.534,76.992,2023,Hungarian Grand Prix,False
VER,Red Bull Racing,6.0,1.0,Finished,2.0,111.5335,106.168,2023,Belgian Grand Prix,True
SAI,Ferrari,6.0,5.0,Finished,5.0,76.405,71.754,2023,Dutch Grand Prix,True
ALB,Williams,6.0,7.0,Finished,1.0,86.898,80.76,2023,Italian Grand Prix,False
MAG,Haas F1 Team,6.0,10.0,Finished,2.0,100.831,91.575,2023,Singapore Grand Prix,False
SAI,Ferrari,6.0,6.0,Finished,2.0,98.588,89.85,2023,Japanese Grand Prix,False
PIA,McLaren,6.0,2.0,Finished,3.0,86.959,84.54,2023,Qatar Grand Prix,False
VER,Red Bull Racing,6.0,1.0,Finished,2.0,101.166,95.081,2023,United States Grand Prix,False
HAM,Mercedes,6.0,2.0,Finished,2.0,83.19,77.454,2023,Mexico City Grand Prix,False
NOR,McLaren,6.0,2.0,Finished,4.0,75.6025,71.987,2023,São Paulo Grand Prix,True
SAR,Williams,6.0,16.0,Finished,1.0,98.8085,93.513,2023,Las Vegas Grand Prix,False
TSU,AlphaTauri,6.0,8.0,Finished,1.0,90.2085,83.968,2023,Abu Dhabi Grand Prix,False
ALO,Aston Martin,5.0,3.0,Finished,2.0,98.009,90.336,2023,Bahrain Grand Prix,False
STR,Aston Martin,5.0,20.0,DNF,1.0,95.56,88.945,2023,Saudi Arabian Grand Prix,False
SAI,Ferrari,5.0,12.0,Finished,4.0,82.102,77.27,2023,Australian Grand Prix,False
HAM,Mercedes,5.0,6.0,Finished,1.0,106.689,101.177,2023,Azerbaijan Grand Prix,False
GAS,Alpine,5.0,8.0,Finished,1.0,92.52,87.786,2023,Miami Grand Prix,False
HAM,Mercedes,5.0,4.0,Finished,2.0,78.3635,71.725,2023,Monaco Grand Prix,True
STR,Aston Martin,5.0,6.0,Finished,2.0,80.202,72.994,2023,Spanish Grand Prix,False
HUL,Haas F1 Team,5.0,15.0,Finished,2.0,78.348,87.102,2023,Canadian Grand Prix,False
HAM,Mercedes,5.0,8.0,Finished,3.0,70.457,64.819,2023,Austrian Grand Prix,True
SAI,Ferrari,5.0,10.0,Finished,1.0,93.1875,87.148,2023,British Grand Prix,False
ZHO,Alfa Romeo,5.0,16.0,Finished,2.0,85.307,76.971,2023,Hungarian Grand Prix,False
ALO,Aston Martin,5.0,2.0,Finished,5.0,76.14,71.506,2023,Dutch Grand Prix,True
PER,Red Bull Racing,5.0,2.0,Finished,1.0,86.354,80.688,2023,Italian Grand Prix,False
HAM,Mercedes,5.0,3.0,Finished,2.0,99.692,91.485,2023,Singapore Grand Prix,False
PER,Red Bull Racing,5.0,19.0,DNF,4.0,100.466,89.65,2023,Japanese Grand Prix,False
LEC,Ferrari,5.0,5.0,Finished,3.0,87.484,84.424,2023,Qatar Grand Prix,False
RUS,Mercedes,5.0,5.0,Finished,2.0,102.068,95.079,2023,United States Grand Prix,False
HAM,Mercedes,5.0,8.0,Finished,4.0,76.2785,71.469,2023,São Paulo Grand Prix,True
ALB,Williams,5.0,12.0,Finished,1.0,98.7915,93.323,2023,Las Vegas Grand Prix,False
NOR,McLaren,5.0,5.0,Finished,2.0,89.6165,83.816,2023,Abu Dhabi Grand Prix,False
SAI,Ferrari,4.0,4.0,Finished,2.0,98.222,90.154,2023,Bahrain Grand Prix,False
SAI,Ferrari,4.0,6.0,Finished,1.0,94.5185,88.931,2023,Saudi Arabian Grand Prix,False
ALO,Aston Martin,4.0,3.0,Finished,3.0,82.2605,77.139,2023,Australian Grand Prix,False
SAI,Ferrari,4.0,5.0,Finished,1.0,106.743,101.016,2023,Azerbaijan Grand Prix,False
MAG,Haas F1 Team,4.0,10.0,Finished,1.0,92.732,87.767,2023,Miami Grand Prix,False
SAI,Ferrari,4.0,8.0,Finished,2.0,78.296,71.63,2023,Monaco Grand Prix,True
HAM,Mercedes,4.0,2.0,Finished,2.0,79.4755,72.818,2023,Spanish Grand Prix,False
RUS,Mercedes,4.0,19.0,DNF,1.0,77.968,87.893,2023,Canadian Grand Prix,False
NOR,McLaren,4.0,4.0,Finished,3.0,70.214,64.658,2023,Austrian Grand Prix,True
LEC,Ferrari,4.0,9.0,Finished,2.0,92.938,87.136,2023,British Grand Prix,False
PIA,McLaren,4.0,5.0,Finished,2.0,84.5095,76.905,2023,Hungarian Grand Prix,False
SAI,Ferrari,4.0,19.0,DNF,1.0,116.1415,107.152,2023,Belgian Grand Prix,True
ALB,Williams,4.0,8.0,Finished,4.0,76.754,71.419,2023,Dutch Grand Prix,True
RUS,Mercedes,4.0,5.0,Finished,1.0,86.426,80.671,2023,Italian Grand Prix,False
NOR,McLaren,4.0,2.0,Finished,1.0,99.728,91.27,2023,Singapore Grand Prix,False
LEC,Ferrari,4.0,4.0,Finished,2.0,98.166,89.542,2023,Japanese Grand Prix,False
ALO,Aston Martin,4.0,6.0,Finished,3.0,87.761,84.369,2023,Qatar Grand Prix,False
SAI,Ferrari,4.0,3.0,Finished,2.0,101.5145,94.945,2023,United States Grand Prix,False
RIC,AlphaTauri,4.0,7.0,Finished,2.0,83.599,77.382,2023,Mexico City Grand Prix,False
ALO,Aston Martin,4.0,3.0,Finished,4.0,75.9465,71.387,2023,São Paulo Grand Prix,True
GAS,Alpine,4.0,11.0,Finished,1.0,98.7015,93.239,2023,Las Vegas Grand Prix,False
RUS,Mercedes,4.0,3.0,Finished,2.0,89.5385,83.788,2023,Abu Dhabi Grand Prix,False
LEC,Ferrari,3.0,19.0,DNF,2.0,98.509,90.0,2023,Bahrain Grand Prix,False
RUS,Mercedes,3.0,4.0,Finished,1.0,94.112,88.857,2023,Saudi Arabian Grand Prix,False
HAM,Mercedes,3.0,2.0,Finished,3.0,82.2125,77.104,2023,Australian Grand Prix,False
PER,Red Bull Racing,3.0,1.0,Finished,1.0,105.518,100.495,2023,Azerbaijan Grand Prix,False
SAI,Ferrari,3.0,5.0,Finished,1.0,92.507,87.349,2023,Miami Grand Prix,False
OCO,Alpine,3.0,3.0,Finished,2.0,78.416,71.553,2023,Monaco Grand Prix,True
NOR,McLaren,3.0,17.0,Finished,3.0,80.117,72.792,2023,Spanish Grand Prix,False
HAM,Mercedes,3.0,3.0,Finished,2.0,77.0465,87.627,2023,Canadian Grand Prix,False
SAI,Ferrari,3.0,6.0,Finished,3.0,70.031,64.581,2023,Austrian Grand Prix,True
PIA,McLaren,3.0,4.0,Finished,1.0,92.8265,87.092,2023,British Grand Prix,False
NOR,McLaren,3.0,2.0,Finished,2.0,84.0085,76.694,2023,Hungarian Grand Prix,False
HAM,Mercedes,3.0,4.0,Finished,3.0,112.2555,107.087,2023,Belgian Grand Prix,True
RUS,Mercedes,3.0,17.0,Finished,7.0,77.336,71.294,2023,Dutch Grand Prix,True
LEC,Ferrari,3.0,4.0,Finished,1.0,86.473,80.361,2023,Italian Grand Prix,False
LEC,Ferrari,3.0,4.0,Finished,1.0,99.971,91.063,2023,Singapore Grand Prix,False
NOR,McLaren,3.0,2.0,Finished,2.0,97.728,89.493,2023,Japanese Grand Prix,False
HAM,Mercedes,3.0,19.0,Finished,2.0,101.398,94.862,2023,United States Grand Prix,False
VER,Red Bull Racing,3.0,1.0,Finished,3.0,82.4255,77.263,2023,Mexico City Grand Prix,False
STR,Aston Martin,3.0,5.0,Finished,4.0,75.967,71.344,2023,São Paulo Grand Prix,True
RUS,Mercedes,3.0,8.0,Finished,2.0,98.0735,93.112,2023,Las Vegas Grand Prix,False
PIA,McLaren,3.0,6.0,Finished,2.0,89.903,83.782,2023,Abu Dhabi Grand Prix,False
PER,Red Bull Racing,2.0,2.0,Finished,2.0,97.448,89.846,2023,Bahrain Grand Prix,False
ALO,Aston Martin,2.0,3.0,Finished,1.0,94.0905,88.73,2023,Saudi Arabian Grand Prix,False
RUS,Mercedes,2.0,18.0,DNF,2.0,83.169,76.968,2023,Australian Grand Prix,False
VER,Red Bull Racing,2.0,2.0,Finished,1.0,105.474,100.391,2023,Azerbaijan Grand Prix,False
ALO,Aston Martin,2.0,3.0,Finished,1.0,92.355,87.202,2023,Miami Grand Prix,False
ALO,Aston Martin,2.0,2.0,Finished,2.0,77.816,71.449,2023,Monaco Grand Prix,True
SAI,Ferrari,2.0,5.0,Finished,2.0,80.1645,72.734,2023,Spanish Grand Prix,False
ALO,Aston Martin,2.0,2.0,Finished,2.0,76.9255,87.286,2023,Canadian Grand Prix,False
LEC,Ferrari,2.0,2.0,Finished,3.0,69.916,64.439,2023,Austrian Grand Prix,True
NOR,McLaren,2.0,2.0,Finished,1.0,92.746,86.961,2023,British Grand Prix,False
